Time,Port Aileron,Starboard Aileron,Port Flap,Starboard Flap,Elevator,Rudder,Roll,Pitch,Yaw
1732897829.585172,0,0,0,0,0,0,,,
1732897829.636208,0,0,0,0,0,0,,,
1732897829.687314,0,0,0,0,0,0,,,
1732897829.7384682,0,0,0,0,0,0,,,
1732897829.790159,0,0,0,0,0,0,,,
1732897829.8410969,0,0,0,0,0,0,,,
1732897829.892072,0,0,0,0,0,0,,,
1732897829.943337,0,0,0,0,0,0,,,
1732897829.995209,0,0,0,0,0,0,,,
1732897830.046495,0,0,0,0,0,0,,,
1732897830.09824,0,0,0,0,0,0,,,
1732897830.149489,0,0,0,0,0,0,,,
1732897830.200547,0,0,0,0,0,0,,,
1732897830.25248,0,0,0,0,0,0,,,
1732897830.3046799,0,0,0,0,0,0,,,
1732897830.356734,0,0,0,0,0,0,,,
1732897830.408004,0,0,0,0,0,0,,,
1732897830.459405,0,0,0,0,0,0,,,
1732897830.5117629,0,0,0,0,0,0,,,
1732897830.564053,0,0,0,0,0,0,,,
1732897830.616548,0,0,0,0,0,0,,,
1732897830.6687732,0,0,0,0,0,0,,,
1732897830.720299,0,0,0,0,0,0,,,
1732897830.7724211,0,0,0,0,0,0,,,
1732897830.8241742,0,0,0,0,0,0,,,
1732897830.876725,0,0,0,0,0,0,,,
